Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
3374333;Praia;Praia;Braia,Cidade da Praia,Municipio da Praia,Município da Praia,Pragia,Praia,Praja,Praje,Prajo,Prajė,Praya,RAI,braya,pei ya,peulaia,pirxa,pra'i'a,pra'iya,praya,prayya,puraia,Πράγια,Πράια,Прая,Праја,Պրայա,פראיה,برايا,پرائا,پرائیا,پرايا,پرایا,پڕایا,प्राईया,ਪ੍ਰਾਈਆ,ไปรอา,ཕུ་ར་ཡ།,პრაია,ፕራያ,プライア,培亞,프라이아;P;PPLC;CV;Cape Verde;;14;;;;137868;0;18;Atlantic/Cape_Verde;2023-11-29;Cape Verde;14.93152, -23.51254
3573061;Saint George;Saint George;Saint George,Saint George's,Saint George's Town,Saint Georges,Saint George’s,Saint George’s Town,Sankta Georgo,Sent Dzordzas,Sent Džordžas,Sent-Dzhordzh,seinteujojiseu,sheng qiao zhi si,snt gwrgs,snt jwrj  brmwda,Сент-Джордж,סנט גורגס,سنت جورج، برمودا,سینٹ جارج، برمودا,სენტ-ჯორჯესი,セント・ジョージ,圣乔治斯,세인트조지스;P;PPL;BM;Bermuda;;06;;;;1896;;16;Atlantic/Bermuda;2012-01-18;Bermuda;32.38167, -64.67806
13353864;Devonshire Parish;Devonshire Parish;;P;PPLL;BM;Bermuda;;01;;;;7330;;1;Atlantic/Bermuda;2025-06-02;Bermuda;32.30582, -64.7575
3374235;Sal Rei;Sal Rei;Sal Rei,Sal-Rel,Vila de Sal Rei;P;PPLA;CV;Cape Verde;;01;;;;10936;;8;Atlantic/Cape_Verde;2023-11-29;Cape Verde;16.17611, -22.91722
2511070;Santiago del Teide;Santiago del Teide;Santiago,Santiago del Teide,Santiago del Teyde;P;PPLA3;ES;Spain;;53;TF;38040;;12050;;922;Atlantic/Canary;2012-03-04;Spain;28.294, -16.81618
2511401;La Laguna;La Laguna;La Laguna,La-Laguna,San Cristobal de La Laguna,San Cristóbal de La Laguna,Ла-Лагуна;P;PPL;ES;Spain;;53;TF;38023;;150661;;558;Atlantic/Canary;2019-02-27;Spain;28.4853, -16.32014
2520800;Breña Alta;Brena Alta;Brena Alta,Breña Alta;P;PPLA3;ES;Spain;;53;TF;38008;;7092;;329;Atlantic/Canary;2011-07-31;Spain;28.65, -17.78333
3374555;Igreja;Igreja;Egreja,Ereja,Igreja,Mosteiros;P;PPL;CV;Cape Verde;;13;;;;4084;;193;Atlantic/Cape_Verde;2023-11-29;Cape Verde;15.03333, -24.33333
2509408;Yaiza;Yaiza;Jaisa,Yaiza,Яиса;P;PPLA3;ES;Spain;;53;GC;35034;;16289;;168;Atlantic/Canary;2025-07-29;Spain;28.95678, -13.76535
2510558;Tejeda;Tejeda;Tekheda,te he da,tykhyda,Техеда,تيخيدا,特赫达;P;PPL;ES;Spain;;53;GC;35025;;2338;;1046;Atlantic/Canary;2015-10-19;Spain;27.99508, -15.61543
2513285;Nazaret;Nazaret;Nazaret,Назарет;P;PPL;ES;Spain;;53;GC;35024;;10000;;207;Atlantic/Canary;2018-06-08;Spain;29.03818, -13.56386
2515698;La Oliva;La Oliva;La Oliva,Oliva;P;PPL;ES;Spain;;53;GC;35014;;25884;;225;Atlantic/Canary;2021-11-01;Spain;28.61052, -13.92912
2516852;Güimar;Guimar;Guimar,Güimar;P;PPL;ES;Spain;;53;TF;38020;;17662;;278;Atlantic/Canary;2015-05-31;Spain;28.31122, -16.41276
2517598;Fuencaliente de la Palma;Fuencaliente de la Palma;Fuencaliente de la Palma,Los Canarios,fuencaliente;P;PPL;ES;Spain;;53;TF;38014;;1894;;698;Atlantic/Canary;2012-01-19;Spain;28.49236, -17.84529
2521570;Arrecife;Arrecife;ACE,Aresife,Arrecife,Аресифе;P;PPLA3;ES;Spain;;53;GC;35004;;61351;;20;Atlantic/Canary;2025-07-28;Spain;28.96302, -13.54769
6355183;Playa de las Américas;Playa de las Americas;Las Americas,Las Américas,Playa de las Americas,Playa de las Américas,las americas;P;PPL;ES;Spain;;53;TF;38001;;3000;;14;Atlantic/Canary;2020-01-17;Spain;28.06403, -16.73012
